Date,Strategy,SPY
2023-01-03,,
2023-01-04,,
2023-01-05,,
2023-01-06,,
2023-01-09,,
2023-01-10,,
2023-01-11,,
2023-01-12,,
2023-01-13,,
2023-01-17,,
2023-01-18,,
2023-01-19,,
2023-01-20,,
2023-01-23,,
2023-01-24,,
2023-01-25,,
2023-01-26,,
2023-01-27,,
2023-01-30,,
2023-01-31,0.0,0.010339365874625165
2023-02-01,0.016092044312881488,0.01043263677939937
2023-02-02,0.017663169230363925,0.010675384393825395
2023-02-03,0.019166647127077562,0.010616339108547665
2023-02-06,0.0191727628852043,0.009884477289946932
2023-02-07,0.021864704045815798,0.010109910083469903
2023-02-08,0.02184425904056961,0.01056417599222873
2023-02-09,0.021789521382040804,0.010568355680216874
2023-02-10,0.024999873597167824,0.010558429046248813
2023-02-13,0.02536708404531868,0.010797930152675097
2023-02-14,0.02753045945708379,0.010777829636321271
2023-02-15,0.02774947018342181,0.009942493907655753
2023-02-16,0.02922942957684616,0.010386216729073238
2023-02-17,0.030198955843667448,0.009714149805287176
2023-02-21,0.0314421398506329,0.010497667978391809
2023-02-22,0.03143433380368844,0.010499312960607646
2023-02-23,0.04381344228339049,0.01057042256162127
2023-02-24,0.04415915669537417,0.010505028673309756
2023-02-27,0.04410062348766062,0.010526195638955382
2023-02-28,0.0443304771096368,0.010193170328013718
2023-03-01,0.04486120641181812,0.009561821158070577
2023-03-02,0.042582276834436696,0.009392533241668126
2023-03-03,0.04221781104117892,0.009531127548916146
2023-03-06,0.04174405779128662,0.009292951056343514
2023-03-07,0.04190237537553747,0.009779610996856812
2023-03-08,0.041250824144261546,0.009206844094230147
2023-03-09,0.0420253858881099,0.00973099906779587
2023-03-10,0.04234817501714722,0.010009680283408717
2023-03-13,0.04068057297133667,0.009946859124559407
2023-03-14,0.04159930207197367,0.01036456506868069
2023-03-15,0.04000871522273399,0.0103834908884715
2023-03-16,0.041447431439808086,0.011279511593049149
2023-03-17,0.040363585495313645,0.01117596233608482
2023-03-20,0.039447556052705036,0.011474077195749308
2023-03-21,0.03802609317558532,0.01102984859225494
2023-03-22,0.037986496201334076,0.011686640578913377
2023-03-23,0.02381506997267324,0.011631918912229313
2023-03-24,0.023773569893595276,0.011490402267244614
2023-03-27,0.024051921416347665,0.011472780811189569
2023-03-28,0.023804031539642233,0.011452098563880837
2023-03-29,0.02299860404244937,0.011843975348101332
2023-03-30,0.022647405300312135,0.011794529207918878
2023-03-31,0.022370439449577673,0.011671422188596889
2023-04-03,0.021775457735915504,0.011689389616071544
2023-04-04,0.02217779631677615,0.011160721066180846
2023-04-05,0.021931589969396748,0.011199263700508593
2023-04-06,0.020595713243957803,0.01019174586274425
2023-04-10,0.019862890618446774,0.00940014945440079
