Ticker,Mean Return,Volatility,Total Return
AAPL,0.0018349277894403775,0.01257005287563238,0.5479824804590379
MSFT,0.0019716599540487577,0.015824332687357476,0.5834971506377566
NVDA,0.005441797531700145,0.03052479414715668,2.4609825721264063
QQQ,0.0018481837252855198,0.011263902486102298,0.5590952769084021
SPY,0.0009849957661858394,0.008246840396314972,0.267092006032426
